0,part2_emit_times_ps,,,5895,part2_receive_times_ps
1250,,,,6190,
2500,,,,7155,
3750,,,,8399,
5000,,,,14653,
6250,,,,18412,
7500,,,,18625,
8750,,,,19645,
10000,,,,20600,
11250,,,,22153,
12500,,,,25911,
13750,,,,27167,
15000,,,,28400,
16250,,,,35601,
17500,,,,38101,
18750,,,,38415,
20000,,,,43400,
21250,,,,45372,
22500,,,,46904,
23750,,,,47153,
25000,,,,48569,
26250,,,,50908,
27500,,,,52148,
28750,,,,54927,
30000,,,,55184,
31250,,,,56669,
32500,,,,57152,
33750,,,,58395,
35000,,,,59647,
36250,,,,60729,
37500,,,,60912,
38750,,,,61850,
40000,,,,62153,
41250,,,,66198,
42500,,,,68100,
43750,,,,69655,
45000,,,,70908,
46250,,,,71416,
47500,,,,73099,
48750,,,,76266,
50000,,,,77163,
51250,,,,79650,
52500,,,,80904,
53750,,,,82155,
55000,,,,85903,
56250,,,,90900,
57500,,,,92095,
58750,,,,92151,
60000,,,,93402,
61250,,,,95229,
62500,,,,95908,
63750,,,,97347,
65000,,,,97855,
66250,,,,98100,
67500,,,,98417,
68750,,,,99650,
70000,,,,100600,
71250,,,,103405,
72500,,,,103559,
73750,,,,104043,
75000,,,,105911,
76250,,,,106285,
77500,,,,107155,
78750,,,,109656,
80000,,,,110916,
81250,,,,113401,
82500,,,,114656,
83750,,,,115912,
85000,,,,118773,
86250,,,,120622,
87500,,,,120906,
88750,,,,122155,
90000,,,,122397,
91250,,,,123404,
92500,,,,124666,
93750,,,,125570,
95000,,,,127588,
96250,,,,129672,
97500,,,,130911,
98750,,,,133572,
100000,,,,133903,
101250,,,,134652,
102500,,,,135902,
103750,,,,135904,
105000,,,,137154,
106250,,,,138147,
107500,,,,138407,
108750,,,,139659,
110000,,,,140694,
111250,,,,140900,
112500,,,,141627,
113750,,,,144667,
115000,,,,145902,
116250,,,,147170,
117500,,,,148419,
118750,,,,152153,
120000,,,,153409,
121250,,,,154994,
122500,,,,155912,
123750,,,,156850,
125000,,,,157148,
126250,,,,158408,
127500,,,,159628,
128750,,,,159662,
130000,,,,160899,
131250,,,,167160,
132500,,,,168284,
133750,,,,168401,
135000,,,,170601,
136250,,,,170903,
137500,,,,172162,
138750,,,,172910,
140000,,,,174650,
141250,,,,175906,
142500,,,,177161,
143750,,,,182155,
145000,,,,183406,
146250,,,,186985,
147500,,,,187151,
148750,,,,189663,
150000,,,,190901,
151250,,,,192146,
152500,,,,198398,
153750,,,,205600,
155000,,,,207152,
156250,,,,209657,
157500,,,,213408,
158750,,,,214664,
160000,,,,215906,
161250,,,,219655,
162500,,,,220903,
163750,,,,223404,
165000,,,,224351,
166250,,,,225601,
167500,,,,229648,
168750,,,,230897,
170000,,,,233402,
171250,,,,237160,
172500,,,,240906,
173750,,,,243398,
175000,,,,244957,
176250,,,,247154,
177500,,,,249647,
178750,,,,250916,
180000,,,,254641,
181250,,,,255903,
182500,,,,258411,
183750,,,,259183,
185000,,,,259664,
186250,,,,260915,
187500,,,,262784,
188750,,,,263015,
190000,,,,265428,
191250,,,,265898,
192500,,,,267167,
193750,,,,268404,
195000,,,,269665,
196250,,,,270911,
197500,,,,271850,
198750,,,,274650,
200000,,,,275913,
201250,,,,277162,
202500,,,,279350,
203750,,,,280289,
205000,,,,280908,
206250,,,,283404,
207500,,,,287294,
208750,,,,289661,
210000,,,,290907,
211250,,,,292163,
212500,,,,297161,
213750,,,,298410,
215000,,,,300906,
216250,,,,302166,
217500,,,,303406,
218750,,,,303610,
220000,,,,303854,
221250,,,,304658,
222500,,,,304861,
223750,,,,306112,
225000,,,,308409,
226250,,,,310907,
227500,,,,311679,
228750,,,,312157,
230000,,,,313402,
231250,,,,315898,
232500,,,,317147,
233750,,,,318959,
235000,,,,319657,
236250,,,,319949,
237500,,,,324651,
238750,,,,326749,
240000,,,,327147,
241250,,,,328406,
242500,,,,330906,
243750,,,,332154,
245000,,,,335913,
246250,,,,336049,
247500,,,,340908,
248750,,,,342157,
250000,,,,345905,
251250,,,,350918,
252500,,,,351384,
253750,,,,351387,
255000,,,,352158,
256250,,,,355472,
257500,,,,357163,
258750,,,,358775,
260000,,,,358805,
261250,,,,360912,
262500,,,,364658,
263750,,,,365904,
265000,,,,367157,
266250,,,,368178,
267500,,,,368410,
268750,,,,369648,
270000,,,,370903,
271250,,,,375910,
272500,,,,379647,
273750,,,,382161,
275000,,,,383404,
276250,,,,384647,
277500,,,,385909,
278750,,,,388422,
280000,,,,388764,
281250,,,,389653,
282500,,,,390686,
283750,,,,392158,
285000,,,,393407,
286250,,,,395600,
287500,,,,395911,
288750,,,,397701,
290000,,,,398054,
291250,,,,399350,
292500,,,,400901,
293750,,,,401460,
295000,,,,402123,
296250,,,,402152,
297500,,,,405906,
298750,,,,406076,
300000,,,,406414,
301250,,,,408100,
302500,,,,408565,
303750,,,,409659,
305000,,,,410898,
306250,,,,412160,
307500,,,,413414,
308750,,,,414660,
310000,,,,420922,
311250,,,,423397,
312500,,,,424654,
313750,,,,427153,
315000,,,,428402,
316250,,,,429638,
317500,,,,432151,
318750,,,,433405,
320000,,,,434664,
321250,,,,435912,
322500,,,,437158,
323750,,,,438405,
325000,,,,439658,
326250,,,,440909,
327500,,,,442160,
328750,,,,444317,
330000,,,,445106,
331250,,,,445903,
332500,,,,447139,
333750,,,,449329,
335000,,,,449653,
336250,,,,451705,
337500,,,,452172,
338750,,,,453117,
340000,,,,455910,
341250,,,,459652,
342500,,,,460601,
343750,,,,460898,
345000,,,,462166,
346250,,,,464650,
347500,,,,465897,
348750,,,,467160,
350000,,,,468406,
351250,,,,469656,
352500,,,,470907,
353750,,,,472157,
355000,,,,473406,
356250,,,,473979,
357500,,,,475910,
358750,,,,480912,
360000,,,,483405,
361250,,,,484650,
362500,,,,485909,
363750,,,,490600,
365000,,,,491850,
366250,,,,492166,
367500,,,,493099,
368750,,,,497409,
370000,,,,499651,
371250,,,,501009,
372500,,,,504654,
373750,,,,508405,
375000,,,,509651,
376250,,,,510907,
377500,,,,512081,
378750,,,,515904,
380000,,,,517158,
381250,,,,519641,
382500,,,,520914,
383750,,,,524575,
385000,,,,524662,
386250,,,,524704,
387500,,,,526850,
388750,,,,528404,
390000,,,,530913,
391250,,,,540915,
392500,,,,543935,
393750,,,,544870,
395000,,,,547243,
396250,,,,548409,
397500,,,,549350,
398750,,,,549659,
400000,,,,551237,
401250,,,,553406,
402500,,,,554656,
403750,,,,558401,
405000,,,,563402,
406250,,,,564656,
407500,,,,567154,
408750,,,,570898,
410000,,,,572152,
411250,,,,574651,
412500,,,,577169,
413750,,,,583406,
415000,,,,584644,
416250,,,,587159,
417500,,,,588092,
418750,,,,588401,
420000,,,,590708,
421250,,,,590899,
422500,,,,593415,
423750,,,,597165,
425000,,,,599654,
426250,,,,601851,
427500,,,,603403,
428750,,,,604661,
430000,,,,605342,
431250,,,,605957,
432500,,,,607155,
433750,,,,608402,
435000,,,,609661,
436250,,,,612161,
437500,,,,613100,
438750,,,,613404,
440000,,,,615358,
441250,,,,615915,
442500,,,,618713,
443750,,,,619007,
445000,,,,623402,
446250,,,,624662,
447500,,,,625905,
448750,,,,627147,
450000,,,,634645,
451250,,,,638405,
452500,,,,639349,
453750,,,,639654,
455000,,,,643404,
456250,,,,644708,
457500,,,,645657,
458750,,,,647167,
460000,,,,648412,
461250,,,,649655,
462500,,,,650913,
463750,,,,652152,
465000,,,,654650,
466250,,,,655914,
467500,,,,657157,
468750,,,,657932,
470000,,,,658100,
471250,,,,658404,
472500,,,,659646,
473750,,,,660910,
475000,,,,662055,
476250,,,,662150,
477500,,,,663100,
478750,,,,663403,
480000,,,,665271,
481250,,,,665908,
482500,,,,668407,
483750,,,,669319,
485000,,,,670902,
486250,,,,674660,
487500,,,,679654,
488750,,,,682166,
490000,,,,684657,
491250,,,,685895,
492500,,,,687160,
493750,,,,688960,
495000,,,,689654,
496250,,,,692381,
497500,,,,693410,
498750,,,,693853,
500000,,,,694303,
501250,,,,695908,
502500,,,,697523,
503750,,,,698400,
505000,,,,702162,
506250,,,,703401,
507500,,,,707158,
508750,,,,708413,
510000,,,,709670,
511250,,,,711132,
512500,,,,713412,
513750,,,,714668,
515000,,,,715229,
516250,,,,716122,
517500,,,,717161,
518750,,,,719649,
520000,,,,722161,
521250,,,,723398,
522500,,,,729647,
523750,,,,730634,
525000,,,,730910,
526250,,,,731437,
527500,,,,738407,
528750,,,,739657,
530000,,,,742008,
531250,,,,745911,
532500,,,,748411,
533750,,,,749656,
535000,,,,750903,
536250,,,,752253,
537500,,,,753101,
538750,,,,754653,
540000,,,,760922,
541250,,,,764654,
542500,,,,766024,
543750,,,,768415,
545000,,,,769658,
546250,,,,769743,
547500,,,,770910,
548750,,,,772149,
550000,,,,774542,
551250,,,,774653,
552500,,,,777158,
553750,,,,778400,
555000,,,,780904,
556250,,,,782153,
557500,,,,784209,
558750,,,,789649,
560000,,,,790905,
561250,,,,792154,
562500,,,,794654,
563750,,,,798391,
565000,,,,799648,
566250,,,,800912,
567500,,,,804659,
568750,,,,808409,
570000,,,,814134,
571250,,,,814318,
572500,,,,814350,
573750,,,,817158,
575000,,,,818312,
576250,,,,818422,
577500,,,,819652,
578750,,,,820903,
580000,,,,825908,
581250,,,,827157,
582500,,,,827697,
583750,,,,829350,
585000,,,,829500,
586250,,,,829656,
587500,,,,832162,
588750,,,,832971,
590000,,,,833409,
591250,,,,834609,
592500,,,,835478,
593750,,,,835897,
595000,,,,836708,
596250,,,,837154,
597500,,,,838406,
598750,,,,838484,
600000,,,,840901,
601250,,,,843416,
602500,,,,844151,
603750,,,,844657,
605000,,,,845600,
606250,,,,845916,
607500,,,,847157,
608750,,,,848409,
610000,,,,850906,
611250,,,,852148,
612500,,,,854351,
613750,,,,854651,
615000,,,,855916,
616250,,,,856836,
617500,,,,860067,
618750,,,,860600,
620000,,,,860903,
621250,,,,862158,
622500,,,,863399,
623750,,,,865915,
625000,,,,868958,
626250,,,,869661,
627500,,,,870912,
628750,,,,871413,
630000,,,,872150,
631250,,,,873215,
632500,,,,873593,
633750,,,,874637,
635000,,,,874660,
636250,,,,878681,
637500,,,,879665,
638750,,,,883412,
640000,,,,884659,
641250,,,,888409,
642500,,,,889665,
643750,,,,890890,
645000,,,,891850,
646250,,,,892156,
647500,,,,893411,
648750,,,,893560,
650000,,,,894652,
651250,,,,895900,
652500,,,,897238,
653750,,,,900041,
655000,,,,903401,
656250,,,,904015,
657500,,,,904648,
658750,,,,907746,
660000,,,,908419,
661250,,,,912161,
662500,,,,913409,
663750,,,,913850,
665000,,,,914657,
666250,,,,915909,
667500,,,,917172,
668750,,,,918411,
670000,,,,919607,
671250,,,,919649,
672500,,,,920912,
673750,,,,921790,
675000,,,,922152,
676250,,,,923413,
677500,,,,924655,
678750,,,,925905,
680000,,,,926715,
681250,,,,927162,
682500,,,,929648,
683750,,,,930899,
685000,,,,933416,
686250,,,,934646,
687500,,,,935840,
688750,,,,935905,
690000,,,,939655,
691250,,,,943402,
692500,,,,948402,
693750,,,,948700,
695000,,,,952163,
696250,,,,955072,
697500,,,,957158,
698750,,,,957659,
700000,,,,959648,
701250,,,,962167,
702500,,,,963409,
703750,,,,967163,
705000,,,,968407,
706250,,,,970913,
707500,,,,970945,
708750,,,,972157,
710000,,,,974662,
711250,,,,975913,
712500,,,,977157,
713750,,,,978100,
715000,,,,978418,
716250,,,,979350,
717500,,,,980600,
718750,,,,982155,
720000,,,,983729,
721250,,,,985899,
722500,,,,986529,
723750,,,,987156,
725000,,,,988242,
726250,,,,988403,
727500,,,,992166,
728750,,,,994655,
730000,,,,995899,
731250,,,,997158,
732500,,,,997967,
733750,,,,998413,
735000,,,,1000905,
736250,,,,1002154,
737500,,,,1007167,
738750,,,,1007763,
740000,,,,1010834,
741250,,,,1010910,
742500,,,,1011849,
743750,,,,1012164,
745000,,,,1017164,
746250,,,,1018407,
747500,,,,1020920,
748750,,,,1022169,
750000,,,,1023411,
751250,,,,1024350,
752500,,,,1028405,
753750,,,,1029043,
755000,,,,1029350,
756250,,,,1032156,
757500,,,,1033406,
758750,,,,1034303,
760000,,,,1034659,
761250,,,,1035905,
762500,,,,1037764,
763750,,,,1038425,
765000,,,,1039651,
766250,,,,1040902,
767500,,,,1043316,
768750,,,,1044660,
770000,,,,1045902,
771250,,,,1048411,
772500,,,,1049654,
773750,,,,1049657,
775000,,,,1050047,
776250,,,,1050911,
777500,,,,1052158,
778750,,,,1053406,
780000,,,,1055477,
781250,,,,1055906,
782500,,,,1057163,
783750,,,,1058405,
785000,,,,1059646,
786250,,,,1060900,
787500,,,,1063003,
788750,,,,1063410,
790000,,,,1064654,
791250,,,,1065823,
792500,,,,1065898,
793750,,,,1066105,
795000,,,,1069654,
796250,,,,1074664,
797500,,,,1075901,
798750,,,,1076850,
800000,,,,1077154,
801250,,,,1078405,
802500,,,,1080898,
803750,,,,1082163,
805000,,,,1084656,
806250,,,,1085898,
807500,,,,1087156,
808750,,,,1088401,
810000,,,,1089079,
811250,,,,1089648,
812500,,,,1090900,
813750,,,,1092159,
815000,,,,1094651,
816250,,,,1097149,
817500,,,,1099651,
818750,,,,1100909,
820000,,,,1103400,
821250,,,,1104649,
822500,,,,1108091,
823750,,,,1108406,
825000,,,,1109651,
826250,,,,1110428,
827500,,,,1110905,
828750,,,,1113308,
830000,,,,1117328,
831250,,,,1118403,
832500,,,,1119350,
833750,,,,1119649,
835000,,,,1120657,
836250,,,,1120915,
837500,,,,1122160,
838750,,,,1122508,
840000,,,,1127161,
841250,,,,1128400,
842500,,,,1132164,
843750,,,,1133401,
845000,,,,1134651,
846250,,,,1135916,
847500,,,,1138411,
848750,,,,1139676,
850000,,,,1140907,
851250,,,,1142153,
852500,,,,1145908,
853750,,,,1147156,
855000,,,,1149467,
856250,,,,1152160,
857500,,,,1153411,
858750,,,,1154660,
860000,,,,1157157,
861250,,,,1158413,
862500,,,,1158924,
863750,,,,1159668,
865000,,,,1160903,
866250,,,,1161749,
867500,,,,1163402,
868750,,,,1165913,
870000,,,,1169887,
871250,,,,1170600,
872500,,,,1170899,
873750,,,,1172155,
875000,,,,1173397,
876250,,,,1173510,
877500,,,,1177967,
878750,,,,1180904,
880000,,,,1182827,
881250,,,,1184350,
882500,,,,1187150,
883750,,,,1188415,
885000,,,,1189653,
886250,,,,1190910,
887500,,,,1192157,
888750,,,,1193414,
890000,,,,1194658,
891250,,,,1195538,
892500,,,,1197171,
893750,,,,1197489,
895000,,,,1198405,
896250,,,,1199657,
897500,,,,1200910,
898750,,,,1203403,
900000,,,,1204654,
901250,,,,1205911,
902500,,,,1206291,
903750,,,,1207155,
905000,,,,1210600,
906250,,,,1210909,
907500,,,,1212160,
908750,,,,1213706,
910000,,,,1215905,
911250,,,,1217163,
912500,,,,1219659,
913750,,,,1227157,
915000,,,,1228398,
916250,,,,1229861,
917500,,,,1230910,
918750,,,,1233403,
920000,,,,1235911,
921250,,,,1237187,
922500,,,,1238407,
923750,,,,1240033,
925000,,,,1244543,
926250,,,,1244663,
927500,,,,1248411,
928750,,,,1249649,
930000,,,,1251849,
931250,,,,1251965,
932500,,,,1253405,
933750,,,,1258406,
935000,,,,1260614,
936250,,,,1260909,
937500,,,,1262154,
938750,,,,1265800,
940000,,,,1265920,
941250,,,,1269350,
942500,,,,1272153,
943750,,,,1274655,
945000,,,,1276446,
946250,,,,1278404,
947500,,,,1278495,
948750,,,,1278595,
950000,,,,1278917,
951250,,,,1280433,
952500,,,,1280908,
953750,,,,1282152,
955000,,,,1283613,
956250,,,,1284654,
957500,,,,1288410,
958750,,,,1289222,
960000,,,,1289546,
961250,,,,1289652,
962500,,,,1290771,
963750,,,,1290904,
965000,,,,1291551,
966250,,,,1291689,
967500,,,,1292159,
968750,,,,1293829,
970000,,,,1295900,
971250,,,,1298410,
972500,,,,1302159,
973750,,,,1304665,
975000,,,,1308100,
976250,,,,1309652,
977500,,,,1310280,
978750,,,,1310912,
980000,,,,1318411,
981250,,,,1319650,
982500,,,,1320900,
983750,,,,1322161,
985000,,,,1323415,
986250,,,,1328406,
987500,,,,1329351,
988750,,,,1329655,
990000,,,,1331958,
991250,,,,1332163,
992500,,,,1333411,
993750,,,,1334648,
995000,,,,1336339,
996250,,,,1337534,
997500,,,,1338281,
998750,,,,1339666,
1000000,,,,1339972,
1001250,,,,1342148,
1002500,,,,1349658,
1003750,,,,1352165,
1005000,,,,1353414,
1006250,,,,1354642,
1007500,,,,1355380,
1008750,,,,1357147,
1010000,,,,1358406,
1011250,,,,1360909,
1012500,,,,1362155,
1013750,,,,1363412,
1015000,,,,1367167,
1016250,,,,1368414,
1017500,,,,1369660,
1018750,,,,1373114,
1020000,,,,1373476,
1021250,,,,1374668,
1022500,,,,1376713,
